76256f73-1945-409f-a88f-aa9bb3e2b237,d53cf994-b5f5-4550-8bfc-e9197a02c238,LEFT
d53cf994-b5f5-4550-8bfc-e9197a02c238,76256f73-1945-409f-a88f-aa9bb3e2b237,LEFT
08249229-3e5f-4ff4-a77d-c4eedb90d8b6,b4ff1c53-d463-41de-8195-68fa009dec63,RIGHT
b4ff1c53-d463-41de-8195-68fa009dec63,08249229-3e5f-4ff4-a77d-c4eedb90d8b6,LEFT
9f953176-4ba8-4702-9910-6fc3a4f917f2,bd0d33b9-818c-4612-a190-04cb0edc92df,LEFT
bd0d33b9-818c-4612-a190-04cb0edc92df,9f953176-4ba8-4702-9910-6fc3a4f917f2,RIGHT
48f24dfb-2422-4d47-9338-bba30cd789d4,4f79ed4e-7e24-4d7d-b4e4-c0d999a0bccb,RIGHT
4f79ed4e-7e24-4d7d-b4e4-c0d999a0bccb,48f24dfb-2422-4d47-9338-bba30cd789d4,RIGHT
4d041af6-df4f-4ceb-a6bd-1a2e8cf09339,e9915ab6-ae6a-4d46-855c-3c4ca6ad7827,RIGHT
e9915ab6-ae6a-4d46-855c-3c4ca6ad7827,4d041af6-df4f-4ceb-a6bd-1a2e8cf09339,LEFT
6a61f69a-04a5-438c-bbc2-c228a4925060,0eb7836e-49ab-4aaf-8bb9-511c7e6ad956,LEFT
0eb7836e-49ab-4aaf-8bb9-511c7e6ad956,6a61f69a-04a5-438c-bbc2-c228a4925060,RIGHT
db03df90-d79c-4b27-ba94-b3165d5f5503,246d1e2e-8164-4448-bfca-109c40070117,LEFT
246d1e2e-8164-4448-bfca-109c40070117,db03df90-d79c-4b27-ba94-b3165d5f5503,RIGHT
a005f181-f776-4c20-8f69-4852ac6378d0,3ea2ae58-14f9-4e76-898d-dd63efe630ef,RIGHT
3ea2ae58-14f9-4e76-898d-dd63efe630ef,a005f181-f776-4c20-8f69-4852ac6378d0,RIGHT
b87611ce-cbd8-4e57-97a1-6bf0bdeb816c,7e26a2c8-0bb9-432f-9e1d-f7e78a0a1595,LEFT
7e26a2c8-0bb9-432f-9e1d-f7e78a0a1595,b87611ce-cbd8-4e57-97a1-6bf0bdeb816c,RIGHT
e0a62bde-ede0-4201-926d-e4e034eb241c,fc638f0c-7755-4c69-9da2-d53a15f53898,LEFT
fc638f0c-7755-4c69-9da2-d53a15f53898,e0a62bde-ede0-4201-926d-e4e034eb241c,RIGHT
ca605252-d8a3-420b-8b70-fe88baddacf1,3c53989e-25cd-47af-99e2-f012edf56a3f,LEFT
